,CO2,density,dBWT,dGMST,dGMSST
666,3.78326501426291,0.00013378614139703736,8.468134703101619,10.40677586867054,8.588544706035394
667,3.7885238953155826,0.00012639862525842604,8.475609222610887,10.414808236909398,8.595168852639674
668,3.7937900864112524,0.0001194001192714245,8.483083742120154,10.422840605148258,8.601792999243955
669,3.799063597711155,0.0001127712409659702,8.490558261629422,10.430872973387117,8.608417145848236
670,3.804344439390651,0.00010649351166496207,8.49803278113869,10.438905341625976,8.615041292452517
671,3.8096326216392438,0.00010054931769355247,8.505507300647956,10.446937709864835,8.621665439056796
672,3.814928154660602,9.492187307881566e-05,8.512981820157226,10.454970078103695,8.628289585661076
673,3.820231048672578,8.95951836913207e-05,8.520456339666492,10.463002446342553,8.634913732265357
674,3.825541313907224,8.455401278120192e-05,8.527930859175761,10.471034814581412,8.641537878869638
675,3.8308589606108185,7.978384786254121e-05,8.535405378685027,10.479067182820273,8.648162025473919
676,3.836183999043882,7.527086890096831e-05,8.542879898194295,10.487099551059131,8.654786172078198
677,3.8415164394811967,7.100191776054437e-05,8.550354417703563,10.49513191929799,8.661410318682478
678,3.8468562922118283,6.69644688670882e-05,8.55782893721283,10.50316428753685,8.668034465286759
679,3.852203567539144,6.314660104623242e-05,8.565303456722098,10.51119665577571,8.67465861189104
680,3.8575582757808324,5.95369704955937e-05,8.572777976231365,10.519229024014567,8.681282758495321
681,3.862920427268927,5.6124784851509494e-05,8.580252495740634,10.527261392253427,8.6879069050996
682,3.8682900323498175,5.2899778311898346e-05,8.5877270152499,10.535293760492287,8.69453105170388
683,3.8736671013842816,4.985218777781965e-05,8.59520153475917,10.543326128731145,8.701155198308161
684,3.879051644747495,4.697272997739446e-05,8.602676054268436,10.551358496970005,8.707779344912442
685,3.8844436728290574,4.425257953673874e-05,8.610150573777704,10.559390865208865,8.714403491516723
686,3.889843196033009,4.168334796360706e-05,8.617625093286971,10.567423233447723,8.721027638121003
